"DateTime";"CAPAO DO LEAO (PELOTAS)"
"2022-01-14 03:00:00";40
"2022-01-14 04:00:00";32
"2022-01-14 05:00:00";32
"2022-01-14 06:00:00";36
"2022-01-14 07:00:00";38
"2022-01-14 08:00:00";38
"2022-01-14 09:00:00";32
"2022-01-14 10:00:00";32
"2022-01-14 11:00:00";50
"2022-01-14 12:00:00";44
"2022-01-14 13:00:00";55
"2022-01-14 14:00:00";61
"2022-01-14 15:00:00";68
"2022-01-14 16:00:00";85
"2022-01-14 17:00:00";90
"2022-01-14 18:00:00";83
"2022-01-14 19:00:00";85
"2022-01-14 20:00:00";66
"2022-01-14 21:00:00";52
"2022-01-14 22:00:00";45
"2022-01-14 23:00:00";39
"2022-01-15 00:00:00";35
"2022-01-15 01:00:00";31
"2022-01-15 02:00:00";30
"2022-01-15 03:00:00";45
"2022-01-15 04:00:00";44
"2022-01-15 05:00:00";68
"2022-01-15 06:00:00";41
"2022-01-15 07:00:00";109
"2022-01-15 08:00:00";68
"2022-01-15 09:00:00";15
"2022-01-15 10:00:00";30
"2022-01-15 11:00:00";29
"2022-01-15 12:00:00";285
"2022-01-15 13:00:00";298
"2022-01-15 14:00:00";267
"2022-01-15 15:00:00";259
"2022-01-15 16:00:00";12
"2022-01-15 17:00:00";347
"2022-01-15 18:00:00";83
"2022-01-15 19:00:00";140
"2022-01-15 20:00:00";192
"2022-01-15 21:00:00";115
"2022-01-15 22:00:00";40
"2022-01-15 23:00:00";54
"2022-01-16 00:00:00";39
"2022-01-16 01:00:00";48
"2022-01-16 02:00:00";77
"2022-01-16 03:00:00";116
"2022-01-16 04:00:00";29
"2022-01-16 05:00:00";24
"2022-01-16 06:00:00";25
"2022-01-16 07:00:00";309
"2022-01-16 08:00:00";217
"2022-01-16 09:00:00";117
"2022-01-16 10:00:00";137
"2022-01-16 11:00:00";98
"2022-01-16 12:00:00";45
"2022-01-16 13:00:00";21
"2022-01-16 14:00:00";332
"2022-01-16 15:00:00";297
"2022-01-16 16:00:00";187
"2022-01-16 17:00:00";140
"2022-01-16 18:00:00";85
"2022-01-16 19:00:00";8
"2022-01-16 20:00:00";349
"2022-01-16 21:00:00";34
"2022-01-16 22:00:00";26
"2022-01-16 23:00:00";19
"2022-01-17 00:00:00";43
"2022-01-17 01:00:00";70
"2022-01-17 02:00:00";37
"2022-01-17 03:00:00";359
"2022-01-17 04:00:00";359
"2022-01-17 05:00:00";212
"2022-01-17 06:00:00";352
"2022-01-17 07:00:00";355
"2022-01-17 08:00:00";23
"2022-01-17 09:00:00";165
"2022-01-17 10:00:00";200
"2022-01-17 11:00:00";258
"2022-01-17 12:00:00";52
"2022-01-17 13:00:00";66
"2022-01-17 14:00:00";16
"2022-01-17 15:00:00";311
"2022-01-17 16:00:00";6
"2022-01-17 17:00:00";293
"2022-01-17 18:00:00";257
"2022-01-17 19:00:00";256
"2022-01-17 20:00:00";270
"2022-01-17 21:00:00";23
"2022-01-17 22:00:00";48
"2022-01-17 23:00:00";34
"2022-01-18 00:00:00";
"2022-01-18 01:00:00";
"2022-01-18 02:00:00";254
"2022-01-18 03:00:00";239
"2022-01-18 04:00:00";287
"2022-01-18 05:00:00";265
"2022-01-18 06:00:00";263
"2022-01-18 07:00:00";217
"2022-01-18 08:00:00";229
"2022-01-18 09:00:00";252
"2022-01-18 10:00:00";244
"2022-01-18 11:00:00";217
"2022-01-18 12:00:00";192
"2022-01-18 13:00:00";161
"2022-01-18 14:00:00";131
"2022-01-18 15:00:00";108
"2022-01-18 16:00:00";110
"2022-01-18 17:00:00";129
"2022-01-18 18:00:00";169
"2022-01-18 19:00:00";153
"2022-01-18 20:00:00";163
"2022-01-18 21:00:00";104
"2022-01-18 22:00:00";121
"2022-01-18 23:00:00";128
"2022-01-19 00:00:00";135
"2022-01-19 01:00:00";82
"2022-01-19 02:00:00";93
"2022-01-19 03:00:00";97
"2022-01-19 04:00:00";74
"2022-01-19 05:00:00";55
"2022-01-19 06:00:00";55
"2022-01-19 07:00:00";46
"2022-01-19 08:00:00";28
"2022-01-19 09:00:00";24
"2022-01-19 10:00:00";38
"2022-01-19 11:00:00";28
"2022-01-19 12:00:00";38
"2022-01-19 13:00:00";41
"2022-01-19 14:00:00";352
"2022-01-19 15:00:00";8
"2022-01-19 16:00:00";237
"2022-01-19 17:00:00";107
"2022-01-19 18:00:00";86
"2022-01-19 19:00:00";73
"2022-01-19 20:00:00";68
"2022-01-19 21:00:00";67
"2022-01-19 22:00:00";50
"2022-01-19 23:00:00";18
"2022-01-20 00:00:00";80
"2022-01-20 01:00:00";211
"2022-01-20 02:00:00";148
"2022-01-20 03:00:00";74
"2022-01-20 04:00:00";50
"2022-01-20 05:00:00";30
"2022-01-20 06:00:00";101
"2022-01-20 07:00:00";19
"2022-01-20 08:00:00";214
"2022-01-20 09:00:00";183
"2022-01-20 10:00:00";132
"2022-01-20 11:00:00";92
"2022-01-20 12:00:00";93
"2022-01-20 13:00:00";78
"2022-01-20 14:00:00";62
"2022-01-20 15:00:00";93
"2022-01-20 16:00:00";88
"2022-01-20 17:00:00";101
"2022-01-20 18:00:00";79
"2022-01-20 19:00:00";98
"2022-01-20 20:00:00";119
"2022-01-20 21:00:00";132
"2022-01-20 22:00:00";278
"2022-01-20 23:00:00";98
"2022-01-21 00:00:00";106
"2022-01-21 01:00:00";61
"2022-01-21 02:00:00";64
"2022-01-21 03:00:00";63
"2022-01-21 04:00:00";59
"2022-01-21 05:00:00";61
"2022-01-21 06:00:00";43
"2022-01-21 07:00:00";36
"2022-01-21 08:00:00";42
"2022-01-21 09:00:00";45
"2022-01-21 10:00:00";25
"2022-01-21 11:00:00";41
"2022-01-21 12:00:00";45
"2022-01-21 13:00:00";54
"2022-01-21 14:00:00";66
"2022-01-21 15:00:00";73
"2022-01-21 16:00:00";53
"2022-01-21 17:00:00";51
"2022-01-21 18:00:00";48
"2022-01-21 19:00:00";57
"2022-01-21 20:00:00";50
"2022-01-21 21:00:00";56
"2022-01-21 22:00:00";46
"2022-01-21 23:00:00";56
"2022-01-22 00:00:00";36
"2022-01-22 01:00:00";36
"2022-01-22 02:00:00";33
"2022-01-22 03:00:00";38
"2022-01-22 04:00:00";31
"2022-01-22 05:00:00";41
"2022-01-22 06:00:00";37
"2022-01-22 07:00:00";35
"2022-01-22 08:00:00";34
"2022-01-22 09:00:00";41
"2022-01-22 10:00:00";284
"2022-01-22 11:00:00";106
"2022-01-22 12:00:00";61
"2022-01-22 13:00:00";43
"2022-01-22 14:00:00";198
"2022-01-22 15:00:00";289
"2022-01-22 16:00:00";215
"2022-01-22 17:00:00";180
"2022-01-22 18:00:00";199
"2022-01-22 19:00:00";123
"2022-01-22 20:00:00";56
"2022-01-22 21:00:00";358
"2022-01-22 22:00:00";192
"2022-01-22 23:00:00";233
"2022-01-23 00:00:00";1
"2022-01-23 01:00:00";358
"2022-01-23 02:00:00";44
"2022-01-23 03:00:00";33
"2022-01-23 04:00:00";201
"2022-01-23 05:00:00";246
"2022-01-23 06:00:00";307
"2022-01-23 07:00:00";33
"2022-01-23 08:00:00";353
"2022-01-23 09:00:00";353
"2022-01-23 10:00:00";181
"2022-01-23 11:00:00";2
"2022-01-23 12:00:00";24
"2022-01-23 13:00:00";290
"2022-01-23 14:00:00";90
"2022-01-23 15:00:00";221
"2022-01-23 16:00:00";198
"2022-01-23 17:00:00";216
"2022-01-23 18:00:00";151
"2022-01-23 19:00:00";71
"2022-01-23 20:00:00";142
"2022-01-23 21:00:00";113
"2022-01-23 22:00:00";48
"2022-01-23 23:00:00";147
"2022-01-24 00:00:00";150
"2022-01-24 01:00:00";96
"2022-01-24 02:00:00";208
"2022-01-24 03:00:00";213
"2022-01-24 04:00:00";304
"2022-01-24 05:00:00";231
"2022-01-24 06:00:00";202
"2022-01-24 07:00:00";75
"2022-01-24 08:00:00";203
"2022-01-24 09:00:00";135
"2022-01-24 10:00:00";197
"2022-01-24 11:00:00";73
"2022-01-24 12:00:00";126
"2022-01-24 13:00:00";133
"2022-01-24 14:00:00";181
"2022-01-24 15:00:00";95
"2022-01-24 16:00:00";116
"2022-01-24 17:00:00";146
"2022-01-24 18:00:00";101
"2022-01-24 19:00:00";124
"2022-01-24 20:00:00";120
"2022-01-24 21:00:00";127
"2022-01-24 22:00:00";108
"2022-01-24 23:00:00";131
"2022-01-25 00:00:00";290
"2022-01-25 01:00:00";21
"2022-01-25 02:00:00";30
"2022-01-25 03:00:00";35
"2022-01-25 04:00:00";20
"2022-01-25 05:00:00";21
"2022-01-25 06:00:00";114
"2022-01-25 07:00:00";330
"2022-01-25 08:00:00";8
"2022-01-25 09:00:00";197
"2022-01-25 10:00:00";193
"2022-01-25 11:00:00";225
"2022-01-25 12:00:00";109
"2022-01-25 13:00:00";360
"2022-01-25 14:00:00";61
"2022-01-25 15:00:00";117
"2022-01-25 16:00:00";119
"2022-01-25 17:00:00";90
"2022-01-25 18:00:00";92
"2022-01-25 19:00:00";94
"2022-01-25 20:00:00";74
"2022-01-25 21:00:00";79
"2022-01-25 22:00:00";104
"2022-01-25 23:00:00";99
"2022-01-26 00:00:00";41
"2022-01-26 01:00:00";39
"2022-01-26 02:00:00";35
"2022-01-26 03:00:00";25
"2022-01-26 04:00:00";44
"2022-01-26 05:00:00";37
"2022-01-26 06:00:00";28
"2022-01-26 07:00:00";36
"2022-01-26 08:00:00";27
"2022-01-26 09:00:00";72
"2022-01-26 10:00:00";201
"2022-01-26 11:00:00";162
"2022-01-26 12:00:00";122
"2022-01-26 13:00:00";84
"2022-01-26 14:00:00";276
"2022-01-26 15:00:00";274
"2022-01-26 16:00:00";252
"2022-01-26 17:00:00";237
"2022-01-26 18:00:00";194
"2022-01-26 19:00:00";184
"2022-01-26 20:00:00";186
"2022-01-26 21:00:00";204
"2022-01-26 22:00:00";171
"2022-01-26 23:00:00";178
"2022-01-27 00:00:00";180
"2022-01-27 01:00:00";199
"2022-01-27 02:00:00";211
"2022-01-27 03:00:00";228
"2022-01-27 04:00:00";196
"2022-01-27 05:00:00";206
"2022-01-27 06:00:00";221
"2022-01-27 07:00:00";220
"2022-01-27 08:00:00";204
"2022-01-27 09:00:00";205
"2022-01-27 10:00:00";205
"2022-01-27 11:00:00";163
"2022-01-27 12:00:00";163
"2022-01-27 13:00:00";152
"2022-01-27 14:00:00";157
"2022-01-27 15:00:00";156
"2022-01-27 16:00:00";145
"2022-01-27 17:00:00";136
"2022-01-27 18:00:00";153
"2022-01-27 19:00:00";131
"2022-01-27 20:00:00";146
"2022-01-27 21:00:00";134
"2022-01-27 22:00:00";142
"2022-01-27 23:00:00";138
"2022-01-28 00:00:00";159
"2022-01-28 01:00:00";154
"2022-01-28 02:00:00";158
"2022-01-28 03:00:00";157
"2022-01-28 04:00:00";122
"2022-01-28 05:00:00";156
"2022-01-28 06:00:00";196
"2022-01-28 07:00:00";224
"2022-01-28 08:00:00";254
"2022-01-28 09:00:00";231
"2022-01-28 10:00:00";214
"2022-01-28 11:00:00";200
"2022-01-28 12:00:00";120
"2022-01-28 13:00:00";105
"2022-01-28 14:00:00";127
"2022-01-28 15:00:00";144
"2022-01-28 16:00:00";141
"2022-01-28 17:00:00";80
"2022-01-28 18:00:00";70
"2022-01-28 19:00:00";78
"2022-01-28 20:00:00";86
"2022-01-28 21:00:00";74
"2022-01-28 22:00:00";99
"2022-01-28 23:00:00";102
"2022-01-29 00:00:00";103
"2022-01-29 01:00:00";99
"2022-01-29 02:00:00";95
"2022-01-29 03:00:00";140
"2022-01-29 04:00:00";233
"2022-01-29 05:00:00";227
"2022-01-29 06:00:00";254
"2022-01-29 07:00:00";237
"2022-01-29 08:00:00";233
"2022-01-29 09:00:00";218
"2022-01-29 10:00:00";227
"2022-01-29 11:00:00";123
"2022-01-29 12:00:00";87
"2022-01-29 13:00:00";91
"2022-01-29 14:00:00";77
"2022-01-29 15:00:00";99
"2022-01-29 16:00:00";85
"2022-01-29 17:00:00";76
"2022-01-29 18:00:00";87
"2022-01-29 19:00:00";74
"2022-01-29 20:00:00";81
"2022-01-29 21:00:00";80
"2022-01-29 22:00:00";77
"2022-01-29 23:00:00";97
"2022-01-30 00:00:00";104
"2022-01-30 01:00:00";93
"2022-01-30 02:00:00";98
"2022-01-30 03:00:00";74
"2022-01-30 04:00:00";67
"2022-01-30 05:00:00";292
"2022-01-30 06:00:00";318
"2022-01-30 07:00:00";211
"2022-01-30 08:00:00";341
"2022-01-30 09:00:00";347
"2022-01-30 10:00:00";342
"2022-01-30 11:00:00";36
"2022-01-30 12:00:00";42
"2022-01-30 13:00:00";50
"2022-01-30 14:00:00";45
"2022-01-30 15:00:00";57
"2022-01-30 16:00:00";65
"2022-01-30 17:00:00";42
"2022-01-30 18:00:00";49
"2022-01-30 19:00:00";39
"2022-01-30 20:00:00";59
"2022-01-30 21:00:00";60
"2022-01-30 22:00:00";64
"2022-01-30 23:00:00";58
"2022-01-31 00:00:00";51
"2022-01-31 01:00:00";37
"2022-01-31 02:00:00";33
"2022-01-31 03:00:00";38
"2022-01-31 04:00:00";26
"2022-01-31 05:00:00";25
"2022-01-31 06:00:00";42
"2022-01-31 07:00:00";351
"2022-01-31 08:00:00";16
"2022-01-31 09:00:00";263
"2022-01-31 10:00:00";342
"2022-01-31 11:00:00";12
"2022-01-31 12:00:00";333
"2022-01-31 13:00:00";276
"2022-01-31 14:00:00";233
"2022-01-31 15:00:00";225
"2022-01-31 16:00:00";199
"2022-01-31 17:00:00";214
"2022-01-31 18:00:00";207
"2022-01-31 19:00:00";176
"2022-01-31 20:00:00";153
"2022-01-31 21:00:00";174
"2022-01-31 22:00:00";183
"2022-01-31 23:00:00";183
