LAT;LON;YEAR;MO;DY;PRECTOT;RH2M;PS;T2M;WS50M
-27.59439;-48.54179;2011;4;25;0.01;77.24;98.89;19.66;4.48
-27.59439;-48.54179;2011;4;26;0;76.64;99.33;18.72;4.21
-27.59439;-48.54179;2011;4;27;0.02;80.46;99.43;19.55;4.59
-27.59439;-48.54179;2011;4;28;0.91;78.44;99.17;19.43;3.14
-27.59439;-48.54179;2011;4;29;0.73;86.12;98.72;19.68;3.91
-27.59439;-48.54179;2011;4;30;2.61;82.76;98.28;20.35;5.16
-27.59439;-48.54179;2011;5;1;0.71;79.43;98.01;21.48;3.76
-27.59439;-48.54179;2011;5;2;0.3;70.69;98.45;17.75;5.99
-27.59439;-48.54179;2011;5;3;0.92;82.15;99.12;17.19;9.41
-27.59439;-48.54179;2011;5;4;0.08;79.63;98.99;18.42;3.69
-27.59439;-48.54179;2011;5;5;0.01;71.31;98.46;18.42;3.36
-27.59439;-48.54179;2011;5;6;0.03;73.51;98.63;18.37;4.79
-27.59439;-48.54179;2011;5;7;0.02;82.02;98.91;18.49;4.06
-27.59439;-48.54179;2011;5;8;0.12;82.42;98.52;21.07;4.26
-27.59439;-48.54179;2011;5;9;1.74;81.21;98.83;18.08;6.81
-27.59439;-48.54179;2011;5;10;13.12;84.25;98.84;18.1;5.68
-27.59439;-48.54179;2011;5;11;7.25;90.07;98.65;20.52;5.21
-27.59439;-48.54179;2011;5;12;0.11;85.55;98.77;19.89;5.34
-27.59439;-48.54179;2011;5;13;0.01;80.66;98.96;17.38;5.38
-27.59439;-48.54179;2011;5;14;20.42;79.43;98.96;16.92;4.51
-27.59439;-48.54179;2011;5;15;34.34;85.45;98.77;16.22;7.94
-27.59439;-48.54179;2011;5;16;8.12;77.38;99.04;16.08;8.01
-27.59439;-48.54179;2011;5;17;0.33;78.28;99.13;14.92;6.16
-27.59439;-48.54179;2011;5;18;10;87.84;99.08;16.15;5.28
-27.59439;-48.54179;2011;5;19;6.92;88.73;99.01;16.54;5.36
-27.59439;-48.54179;2011;5;20;1.07;86.9;99.25;17.65;6.23
-27.59439;-48.54179;2011;5;21;0.8;89.02;99.39;18.32;7.01
-27.59439;-48.54179;2011;5;22;0.44;89.27;99.08;19.13;8.27
-27.59439;-48.54179;2011;5;23;0.07;87.57;98.78;19.27;4.38
-27.59439;-48.54179;2011;5;24;0.21;91.75;98.93;18.82;4
-27.59439;-48.54179;2011;5;25;0.1;90.48;98.67;20.38;7.53
-27.59439;-48.54179;2011;5;26;0.44;80.61;98.87;17.99;6.73
-27.59439;-48.54179;2011;5;27;1.12;80.5;99.21;15.59;8.22
-27.59439;-48.54179;2011;5;28;0.37;77.06;99.17;14.09;8.17
-27.59439;-48.54179;2011;5;29;0.08;78.95;99.12;13.78;7.56
-27.59439;-48.54179;2011;5;30;0.02;78.21;99.19;14.61;3.69
-27.59439;-48.54179;2011;5;31;0;72.95;98.84;16.64;2.38
-27.59439;-48.54179;2011;6;1;0.05;74.34;98.74;16.1;2.86
-27.59439;-48.54179;2011;6;2;0.02;80.72;98.68;16.21;3.74
-27.59439;-48.54179;2011;6;3;0.85;79.89;98.55;16.52;4.15
-27.59439;-48.54179;2011;6;4;0.84;74.51;99.09;12.86;8.99
-27.59439;-48.54179;2011;6;5;0;68.59;99.26;11.74;4.39
-27.59439;-48.54179;2011;6;6;0.05;88.7;98.75;13.29;7.21
-27.59439;-48.54179;2011;6;7;15.65;91.87;97.53;15.52;9.21
-27.59439;-48.54179;2011;6;8;0.09;71.07;98.18;14.93;6.62
-27.59439;-48.54179;2011;6;9;0.22;81.59;98.57;13.83;1.69
-27.59439;-48.54179;2011;6;10;0.06;69.04;98.86;14.05;3.51
-27.59439;-48.54179;2011;6;11;0;68.64;99.21;13.17;3.18
-27.59439;-48.54179;2011;6;12;0.08;88.41;99.11;13.88;6.81
-27.59439;-48.54179;2011;6;13;0.03;81.87;99.06;15.69;6.86
-27.59439;-48.54179;2011;6;14;0.01;79.61;99.55;13.97;5.38
-27.59439;-48.54179;2011;6;15;0.01;84.54;99.33;15.41;6.8
-27.59439;-48.54179;2011;6;16;0.01;90.56;98.99;16.15;8.2
-27.59439;-48.54179;2011;6;17;0.02;81.18;98.62;17.53;5.23
-27.59439;-48.54179;2011;6;18;3.08;87.26;98.75;17.75;3.33
-27.59439;-48.54179;2011;6;19;0.18;90.28;98.62;18.05;6.03
-27.59439;-48.54179;2011;6;20;2.86;89.7;98.41;19.68;6.29
-27.59439;-48.54179;2011;6;21;8.01;91.83;98.52;17.78;6.48
-27.59439;-48.54179;2011;6;22;3.82;93.09;99.23;16.04;4.64
-27.59439;-48.54179;2011;6;23;2.75;91.97;98.91;17.62;8.07
-27.59439;-48.54179;2011;6;24;3.46;92.14;98.8;15.95;4.77
-27.59439;-48.54179;2011;6;25;5.16;88.17;98.84;16.65;3.36
-27.59439;-48.54179;2011;6;26;23.79;80.71;98.5;13.85;7.43
-27.59439;-48.54179;2011;6;27;0;61.54;98.46;9.48;8.44
-27.59439;-48.54179;2011;6;28;0;58.1;98.96;10.26;4.11
-27.59439;-48.54179;2011;6;29;5.08;79.57;98.95;11.43;4.71
-27.59439;-48.54179;2011;6;30;13.35;88;98.6;13.8;5.02
-27.59439;-48.54179;2011;7;1;17.36;92.31;98.73;15.37;3.71
-27.59439;-48.54179;2011;7;2;15.43;90.29;98.79;15.73;4.12
-27.59439;-48.54179;2011;7;3;4.82;77.46;99;10.84;8.47
-27.59439;-48.54179;2011;7;4;0;64.96;99.16;7.97;3.97
-27.59439;-48.54179;2011;7;5;0.23;68.46;98.88;9.6;3.04
-27.59439;-48.54179;2011;7;6;0.12;66.77;98.94;9.52;4.64
-27.59439;-48.54179;2011;7;7;0.03;67.25;99.01;9.48;3.46
-27.59439;-48.54179;2011;7;8;0.17;64.87;99.09;9.93;2.49
-27.59439;-48.54179;2011;7;9;0;81.05;99.04;11.13;6.12
-27.59439;-48.54179;2011;7;10;0.07;81.87;98.83;14.46;5.75
-27.59439;-48.54179;2011;7;11;0.79;89.08;98.97;14.69;4.84
-27.59439;-48.54179;2011;7;12;1.43;91.18;98.78;18.59;4.64
-27.59439;-48.54179;2011;7;13;1.51;92.3;98.61;17.45;4.54
-27.59439;-48.54179;2011;7;14;1.78;93.51;98.6;16.67;3.96
-27.59439;-48.54179;2011;7;15;0.05;87.88;98.5;18.82;6.08
-27.59439;-48.54179;2011;7;16;0.01;84.35;98.41;18.46;6.77
-27.59439;-48.54179;2011;7;17;10.8;90.93;98.92;15.65;7.76
-27.59439;-48.54179;2011;7;18;18.3;91.74;98.87;15.12;8.39
-27.59439;-48.54179;2011;7;19;3.74;92.57;98.98;16.4;4.79
-27.59439;-48.54179;2011;7;20;5.26;94.5;98.68;17.03;7.24
-27.59439;-48.54179;2011;7;21;29.14;91.07;98.57;15.89;5.66
-27.59439;-48.54179;2011;7;22;0.1;83.46;99.48;12.8;6.89
-27.59439;-48.54179;2011;7;23;0.41;87.33;99.92;13.77;3.95
-27.59439;-48.54179;2011;7;24;0.58;92.26;99.89;15.58;7.28
-27.59439;-48.54179;2011;7;25;0.85;86.24;99.57;16.16;8.35
-27.59439;-48.54179;2011;7;26;0.36;88.97;98.99;18.14;6.71
-27.59439;-48.54179;2011;7;27;0.06;85.56;99.06;16.18;3.82
-27.59439;-48.54179;2011;7;28;0.19;88.03;98.5;17.8;5.43
-27.59439;-48.54179;2011;7;29;24.44;83.78;97.83;19.58;5.08
-27.59439;-48.54179;2011;7;30;4.79;88.23;98.3;15.49;7.38
-27.59439;-48.54179;2011;7;31;15.81;92.35;98.78;14.01;5.76
-27.59439;-48.54179;2011;8;1;17.87;94.36;98.51;14.93;7.34
-27.59439;-48.54179;2011;8;2;4.3;76.39;97.5;14.37;9.79
-27.59439;-48.54179;2011;8;3;0.28;69.2;98.29;10.61;6.35
-27.59439;-48.54179;2011;8;4;0.08;66.14;98.96;9.97;6.57
-27.59439;-48.54179;2011;8;5;0;71.99;99.21;11;4.82
-27.59439;-48.54179;2011;8;6;0.03;77.24;98.98;15.05;4.24
-27.59439;-48.54179;2011;8;7;5.93;80.02;98.95;16.75;3.12
-27.59439;-48.54179;2011;8;8;14.18;93.88;98.69;18.07;4.13
-27.59439;-48.54179;2011;8;9;69.02;95.52;98.76;16.52;6.03
-27.59439;-48.54179;2011;8;10;4.33;88.19;99.41;15.13;6.5
-27.59439;-48.54179;2011;8;11;0.67;90.37;99.13;15.81;7.1
-27.59439;-48.54179;2011;8;12;0.15;88.46;98.55;17.34;7.74
-27.59439;-48.54179;2011;8;13;0.06;78.67;98.32;20.56;6.66
-27.59439;-48.54179;2011;8;14;2.61;86.37;99.15;14.93;7.41
-27.59439;-48.54179;2011;8;15;1.05;90.43;98.96;16.62;7.91
-27.59439;-48.54179;2011;8;16;0.83;89.03;98.43;19.49;8.51
-27.59439;-48.54179;2011;8;17;0.29;81.76;98.45;18.76;6.7
-27.59439;-48.54179;2011;8;18;6.68;91.67;98.57;15.55;5.8
-27.59439;-48.54179;2011;8;19;6.59;90.7;97.68;18.04;6.97
-27.59439;-48.54179;2011;8;20;0.02;71.73;98.67;13.62;6.96
-27.59439;-48.54179;2011;8;21;0.01;73.65;99.75;8.85;6.76
-27.59439;-48.54179;2011;8;22;16.71;78.93;99.82;9.5;4.76
-27.59439;-48.54179;2011;8;23;18.91;91.92;99.46;12.83;5.96
-27.59439;-48.54179;2011;8;24;7.89;93.62;99.44;15.07;7.26
-27.59439;-48.54179;2011;8;25;7.84;93.01;98.97;18.39;7.04
-27.59439;-48.54179;2011;8;26;0.18;85.76;99.26;15.02;5.21
-27.59439;-48.54179;2011;8;27;1.54;89.02;99.1;15.04;5.6
-27.59439;-48.54179;2011;8;28;2.91;90.81;98.4;18.38;7.89
-27.59439;-48.54179;2011;8;29;20.53;87.67;98.04;20.21;3.48
-27.59439;-48.54179;2011;8;30;47.05;93.1;98.17;17.76;5.67
-27.59439;-48.54179;2011;8;31;0.01;69.98;99.29;13.63;7.23
-27.59439;-48.54179;2011;9;1;0;72.34;99.68;10.69;7.06
-27.59439;-48.54179;2011;9;2;0.03;79.58;99.81;11.01;4.03
-27.59439;-48.54179;2011;9;3;0;84.2;99.29;13.6;7.72
-27.59439;-48.54179;2011;9;4;0.04;88.66;98.75;15.98;9.64
-27.59439;-48.54179;2011;9;5;4.02;84.87;98.41;17.8;8.94
-27.59439;-48.54179;2011;9;6;33.35;84.06;99.16;13.06;7.55
-27.59439;-48.54179;2011;9;7;46.98;92.23;99.08;13.58;5.69
-27.59439;-48.54179;2011;9;8;64.62;95.31;98.45;16.57;4.31
-27.59439;-48.54179;2011;9;9;16.25;88.63;98.18;17.08;4
-27.59439;-48.54179;2011;9;10;0.09;85.76;98.79;15.72;4.58
-27.59439;-48.54179;2011;9;11;0.02;81.94;99.13;14.95;6.79
-27.59439;-48.54179;2011;9;12;0.03;81.05;99.24;14.7;4.98
-27.59439;-48.54179;2011;9;13;0.01;79.6;99.12;15.3;7.42
-27.59439;-48.54179;2011;9;14;0.08;80.38;99.74;13.93;5.42
-27.59439;-48.54179;2011;9;15;2.14;85.94;99.76;14.67;6.72
-27.59439;-48.54179;2011;9;16;3.36;91.53;99.6;16.32;9.26
-27.59439;-48.54179;2011;9;17;1.36;89.96;99.53;16.75;9.36
-27.59439;-48.54179;2011;9;18;0.16;90.02;99.37;16.93;8.47
-27.59439;-48.54179;2011;9;19;6.47;88.64;99.05;17.77;7.22
-27.59439;-48.54179;2011;9;20;10.66;89.91;98.58;17.26;6.44
-27.59439;-48.54179;2011;9;21;0.02;75.39;98.84;15.04;4.01
-27.59439;-48.54179;2011;9;22;0.03;84.22;98.82;15.9;5.2
-27.59439;-48.54179;2011;9;23;3.39;93.53;98.64;16.45;4.61
-27.59439;-48.54179;2011;9;24;3.49;86.29;99.16;15.21;8.58
-27.59439;-48.54179;2011;9;25;0.83;75.65;99.71;14.9;4.66
-27.59439;-48.54179;2011;9;26;0.15;80.06;99.41;16.07;6.86
-27.59439;-48.54179;2011;9;27;0.01;80.15;99.19;16.98;3.92
-27.59439;-48.54179;2011;9;28;0;83.5;99.11;16.79;3.34
-27.59439;-48.54179;2011;9;29;0;85.77;98.63;18.12;7.81
-27.59439;-48.54179;2011;9;30;0.11;76.41;98.38;20.92;3.97
-27.59439;-48.54179;2011;10;1;4.35;84.33;98.09;20.51;5.11
-27.59439;-48.54179;2011;10;2;1.64;80.51;98.32;19.33;2.66
-27.59439;-48.54179;2011;10;3;0.01;80.84;98.74;17.18;6.47
-27.59439;-48.54179;2011;10;4;0.18;81.34;99.29;15.31;5.38
-27.59439;-48.54179;2011;10;5;0.21;84.88;98.72;19.01;8.09
-27.59439;-48.54179;2011;10;6;0.05;84.28;98.79;19.31;4.59
-27.59439;-48.54179;2011;10;7;0.15;89.82;98.95;19.19;4.5
-27.59439;-48.54179;2011;10;8;3.75;90.24;98.51;20.57;8.76
-27.59439;-48.54179;2011;10;9;2.24;92.94;97.94;20.22;6.13
-27.59439;-48.54179;2011;10;10;0.04;87.43;97.95;20.02;5.34
-27.59439;-48.54179;2011;10;11;0.29;86.1;98.48;18.47;4.77
-27.59439;-48.54179;2011;10;12;9.05;85.37;98.59;17.99;3.6
-27.59439;-48.54179;2011;10;13;18.96;92.63;97.98;19.77;6.02
-27.59439;-48.54179;2011;10;14;0.79;78.39;97.67;22.3;4.84
-27.59439;-48.54179;2011;10;15;2.85;83.89;98.14;18.42;4.44
-27.59439;-48.54179;2011;10;16;0.93;81.46;98.14;18.7;3.64
-27.59439;-48.54179;2011;10;17;0.16;71.24;98.58;18.6;3.78
-27.59439;-48.54179;2011;10;18;1.92;76.2;99.06;17.21;6.23
-27.59439;-48.54179;2011;10;19;0.74;79.28;99.29;16.47;5.42
-27.59439;-48.54179;2011;10;20;5.22;83.54;99.21;16.81;5.73
-27.59439;-48.54179;2011;10;21;0.96;74.84;99.21;18.25;6.29
-27.59439;-48.54179;2011;10;22;0.05;83.77;99.11;19.08;8.1
-27.59439;-48.54179;2011;10;23;0;82.72;99.03;20.8;6.51
-27.59439;-48.54179;2011;10;24;4.7;84.67;98.58;21.12;7.4
-27.59439;-48.54179;2011;10;25;8.82;89.15;97.86;20.97;8.06
-27.59439;-48.54179;2011;10;26;1.58;75.96;97.77;20.38;5.55
-27.59439;-48.54179;2011;10;27;0.09;74.03;98.11;20.63;4.4
-27.59439;-48.54179;2011;10;28;0;69.29;98.21;20.76;3.55
-27.59439;-48.54179;2011;10;29;5.49;88.37;98.05;19.82;6.48
-27.59439;-48.54179;2011;10;30;1.75;79.35;98.13;18.42;10.52
-27.59439;-48.54179;2011;10;31;0.3;70.09;98.98;16.46;8.43
-27.59439;-48.54179;2011;11;1;0.06;67.13;99.39;16.58;5.7
-27.59439;-48.54179;2011;11;2;0.07;67.97;99.48;17.07;4.29
-27.59439;-48.54179;2011;11;3;0;65.64;99.3;17.21;3.31
-27.59439;-48.54179;2011;11;4;0;72.6;99.08;17.72;6.62
-27.59439;-48.54179;2011;11;5;0;77.78;98.69;19.73;7.38
-27.59439;-48.54179;2011;11;6;1.43;78.07;98.53;21.43;4.48
-27.59439;-48.54179;2011;11;7;0.33;81.65;98.62;20.03;3.62
-27.59439;-48.54179;2011;11;8;0;78;98.48;20.26;3.16
-27.59439;-48.54179;2011;11;9;0;79.84;98.41;21.93;6.13
-27.59439;-48.54179;2011;11;10;3.06;79.54;98.31;23.27;5.55
-27.59439;-48.54179;2011;11;11;6.01;81.66;98.75;20.5;6.74
-27.59439;-48.54179;2011;11;12;0.55;81.94;98.92;18.43;5.74
-27.59439;-48.54179;2011;11;13;0.5;80.36;98.78;17.55;4.56
-27.59439;-48.54179;2011;11;14;7.31;84.94;98.46;17.2;5.86
-27.59439;-48.54179;2011;11;15;21.03;81.76;98.23;17.05;9.74
-27.59439;-48.54179;2011;11;16;0.17;73.43;98.48;18.16;6.63
-27.59439;-48.54179;2011;11;17;0.1;74.19;98.61;18.72;4.23
-27.59439;-48.54179;2011;11;18;0.06;73.19;98.85;18.59;3.94
-27.59439;-48.54179;2011;11;19;0.11;73.56;98.97;19.19;4.77
-27.59439;-48.54179;2011;11;20;0.57;76.27;98.72;20.1;7.99
-27.59439;-48.54179;2011;11;21;12.96;84.43;98.19;20.65;9.9
-27.59439;-48.54179;2011;11;22;15.49;80.62;97.64;21.89;8.09
-27.59439;-48.54179;2011;11;23;0.06;71.07;98.2;20;10.28
-27.59439;-48.54179;2011;11;24;0.01;70.1;98.35;20.54;4.31
-27.59439;-48.54179;2011;11;25;2.26;73.52;98.32;21.67;3.77
-27.59439;-48.54179;2011;11;26;4.26;79.63;98.43;22.37;4.47
-27.59439;-48.54179;2011;11;27;3.25;87.7;98.64;21.41;5.22
-27.59439;-48.54179;2011;11;28;2.4;84.65;98.66;21.69;5.93
-27.59439;-48.54179;2011;11;29;1.54;83.69;98.39;21.83;5.11
-27.59439;-48.54179;2011;11;30;3.33;70.83;97.64;25.48;4.89
-27.59439;-48.54179;2011;12;1;0.16;62.52;98.11;20.45;8.68
-27.59439;-48.54179;2011;12;2;0.49;67.15;98.62;18.65;4.97
-27.59439;-48.54179;2011;12;3;1.01;74.64;98.67;19.79;5.4
-27.59439;-48.54179;2011;12;4;0.12;73.77;98.65;20.08;5.55
-27.59439;-48.54179;2011;12;5;0.44;77.34;98.73;21.24;5.49
-27.59439;-48.54179;2011;12;6;0.98;80.1;98.55;21.95;6.22
-27.59439;-48.54179;2011;12;7;10.4;85.75;98.3;22;6.06
-27.59439;-48.54179;2011;12;8;3.91;85.73;98.28;21.22;4.17
-27.59439;-48.54179;2011;12;9;9.67;81.94;98.19;20.14;6.48
-27.59439;-48.54179;2011;12;10;1.78;73;98.13;20.65;5.65
-27.59439;-48.54179;2011;12;11;0.29;77.87;98.13;21.33;3.5
-27.59439;-48.54179;2011;12;12;3.08;74.52;97.96;23.77;5.48
-27.59439;-48.54179;2011;12;13;25.65;84.89;98.06;22.4;6.03
-27.59439;-48.54179;2011;12;14;11.17;76.58;97.89;21.46;3.93
-27.59439;-48.54179;2011;12;15;1.46;68.05;97.61;22.97;2.96
-27.59439;-48.54179;2011;12;16;0.59;64.17;97.6;23.39;4.11
-27.59439;-48.54179;2011;12;17;0.13;68.12;97.77;23.88;4.12
-27.59439;-48.54179;2011;12;18;0.02;63.73;97.81;24.19;3.74
-27.59439;-48.54179;2011;12;19;0.03;61.05;97.87;24.48;3.62
-27.59439;-48.54179;2011;12;20;0.01;57.11;98.06;25.75;4.54
-27.59439;-48.54179;2011;12;21;0.09;68.55;98.04;26.1;5.27
-27.59439;-48.54179;2011;12;22;1.27;71.47;97.97;26.92;3.75
-27.59439;-48.54179;2011;12;23;1.81;62.67;97.99;28.56;4.77
-27.59439;-48.54179;2011;12;24;12.69;80.18;98.6;22.88;8.09
-27.59439;-48.54179;2011;12;25;17.36;79.58;99.11;19.38;7.67
-27.59439;-48.54179;2011;12;26;0.6;73.59;99.13;19.83;5.12
-27.59439;-48.54179;2011;12;27;5.12;74.6;98.72;21.67;4.83
-27.59439;-48.54179;2011;12;28;7.45;77.81;98.7;20.32;7
-27.59439;-48.54179;2011;12;29;0.74;76.15;98.53;20.49;4.88
-27.59439;-48.54179;2011;12;30;3.09;78.32;98.45;20.48;4.9
-27.59439;-48.54179;2011;12;31;33.06;82.96;98.3;20.19;6.97
-27.59439;-48.54179;2012;1;1;22.45;82.74;98.12;20.93;5.77
-27.59439;-48.54179;2012;1;2;2.94;75.54;97.84;21.5;8.44
-27.59439;-48.54179;2012;1;3;0.01;60.92;98.09;21.63;4.05
-27.59439;-48.54179;2012;1;4;1.5;73.63;98.39;21.73;3.58
-27.59439;-48.54179;2012;1;5;1.31;78.63;98.49;21.39;4.17
-27.59439;-48.54179;2012;1;6;5.72;81.95;98.27;23.44;6.35
-27.59439;-48.54179;2012;1;7;1.74;84.58;98.56;22.86;4.36
-27.59439;-48.54179;2012;1;8;4.63;82.46;98.85;23.14;5.56
-27.59439;-48.54179;2012;1;9;3.54;82.03;98.87;23;7.31
-27.59439;-48.54179;2012;1;10;10.38;84.46;98.49;23.22;6.32
-27.59439;-48.54179;2012;1;11;5.09;86.05;98.53;22.88;9.62
-27.59439;-48.54179;2012;1;12;2.62;77.73;98.28;24.96;7.07
-27.59439;-48.54179;2012;1;13;25.66;81.97;97.98;24.43;5.44
-27.59439;-48.54179;2012;1;14;38.66;89.42;97.72;22.56;5.99
-27.59439;-48.54179;2012;1;15;0.54;75.89;98.12;22.61;4.77
-27.59439;-48.54179;2012;1;16;0.26;82.01;98.49;22.81;3.6
-27.59439;-48.54179;2012;1;17;11.32;85.17;98.53;22.64;5.36
-27.59439;-48.54179;2012;1;18;4.37;81.78;98.5;22.46;4.01
-27.59439;-48.54179;2012;1;19;0.07;74.71;98.29;23.68;2.89
-27.59439;-48.54179;2012;1;20;1.46;75.05;98.29;24.73;4.66
-27.59439;-48.54179;2012;1;21;0.89;80.7;98.34;24.67;3.11
-27.59439;-48.54179;2012;1;22;2.75;83.2;98.27;24.5;5.28
-27.59439;-48.54179;2012;1;23;3.17;81.09;98.09;25.27;5.73
-27.59439;-48.54179;2012;1;24;14.74;82.63;98;25.85;6.11
-27.59439;-48.54179;2012;1;25;18.21;82.02;98.06;24.53;7.82
-27.59439;-48.54179;2012;1;26;2.16;70.17;98.66;21.49;8.48
-27.59439;-48.54179;2012;1;27;1.33;70.22;98.78;20.69;5.62
-27.59439;-48.54179;2012;1;28;0.02;76.29;98.66;20.99;2.73
-27.59439;-48.54179;2012;1;29;0;70;98.45;22.67;2.36
-27.59439;-48.54179;2012;1;30;0;71.56;98.26;23.83;4.71
-27.59439;-48.54179;2012;1;31;0;75.21;98.28;24.07;6.07
-27.59439;-48.54179;2012;2;1;0;74.73;98.32;24.51;6.61
-27.59439;-48.54179;2012;2;2;0;80.21;98.41;25.32;6.34
-27.59439;-48.54179;2012;2;3;0.12;81.59;98.55;25.47;6.94
-27.59439;-48.54179;2012;2;4;1.68;80.43;98.48;26.04;5.78
-27.59439;-48.54179;2012;2;5;2.38;80.57;98.46;26.09;4.43
-27.59439;-48.54179;2012;2;6;0.14;71.29;98.3;27.86;4.47
-27.59439;-48.54179;2012;2;7;8.22;72.74;98.14;27.22;2.06
-27.59439;-48.54179;2012;2;8;1.31;77.65;97.99;26.78;2.09
-27.59439;-48.54179;2012;2;9;7.96;75.69;97.99;26.85;3.25
-27.59439;-48.54179;2012;2;10;16.37;75.58;98.14;22.98;5.63
-27.59439;-48.54179;2012;2;11;2.25;73.69;98.21;22.94;2.82
-27.59439;-48.54179;2012;2;12;0.33;73.39;98.3;23.81;4.08
-27.59439;-48.54179;2012;2;13;0.09;70.85;98.56;24;3.06
-27.59439;-48.54179;2012;2;14;7.02;87.6;98.77;23.26;6.2
-27.59439;-48.54179;2012;2;15;0.13;85.83;98.94;23.81;6.05
-27.59439;-48.54179;2012;2;16;0.02;81.46;98.88;24.22;7.07
-27.59439;-48.54179;2012;2;17;0;77.78;98.72;24.45;7.39
-27.59439;-48.54179;2012;2;18;0;80.68;98.61;24.61;7.69
-27.59439;-48.54179;2012;2;19;1.19;73.09;98.44;26.69;5.33
-27.59439;-48.54179;2012;2;20;0.22;79.52;98.43;25.11;3.97
-27.59439;-48.54179;2012;2;21;2.37;74.3;98.07;26.51;4.31
-27.59439;-48.54179;2012;2;22;0.46;68.2;97.77;26.87;3.11
-27.59439;-48.54179;2012;2;23;0.14;75.3;98.06;24.72;4.73
-27.59439;-48.54179;2012;2;24;0.91;73;98.29;24.8;2.59
-27.59439;-48.54179;2012;2;25;12.9;80.19;98.22;23.53;3.73
-27.59439;-48.54179;2012;2;26;4.69;80.09;97.92;25.68;5.34
-27.59439;-48.54179;2012;2;27;0.09;82.21;98.34;24.54;2.35
-27.59439;-48.54179;2012;2;28;2.25;83.49;98.29;24.34;5.97
-27.59439;-48.54179;2012;2;29;13.34;73.94;98.16;26.98;4.93
-27.59439;-48.54179;2012;3;1;6.6;73.07;98.03;27.15;6.25
-27.59439;-48.54179;2012;3;2;0.04;74.1;98.36;24.3;4.66
-27.59439;-48.54179;2012;3;3;0.06;79.54;98.77;23.03;3.7
-27.59439;-48.54179;2012;3;4;0.86;76.28;98.76;24.46;5.04
-27.59439;-48.54179;2012;3;5;0.14;75.77;98.72;24.86;5.38
-27.59439;-48.54179;2012;3;6;0;73.51;98.82;25.09;5.52
-27.59439;-48.54179;2012;3;7;0;73.71;98.91;25.03;5.6
-27.59439;-48.54179;2012;3;8;0;65.84;98.67;25.89;4.65
-27.59439;-48.54179;2012;3;9;0;70.33;98.65;24.73;2.7
-27.59439;-48.54179;2012;3;10;0;72.21;98.58;24.7;6.14
-27.59439;-48.54179;2012;3;11;0;62.46;98.44;26.23;4.02
-27.59439;-48.54179;2012;3;12;0.01;62.61;98.37;25.95;3.89
-27.59439;-48.54179;2012;3;13;0.03;62.32;98.18;26.65;4.46
-27.59439;-48.54179;2012;3;14;1.86;62.59;98.1;27.13;4.1
-27.59439;-48.54179;2012;3;15;4.41;75.61;98.5;21.95;8.11
-27.59439;-48.54179;2012;3;16;0.16;67.02;98.81;22.28;4.89
-27.59439;-48.54179;2012;3;17;0.02;67.09;98.88;22.76;2.67
-27.59439;-48.54179;2012;3;18;0.24;65.88;98.82;23.12;4.2
-27.59439;-48.54179;2012;3;19;0.24;71.85;98.61;23.1;6.14
-27.59439;-48.54179;2012;3;20;0;70.55;98.35;23.32;5.57
-27.59439;-48.54179;2012;3;21;1.99;63.78;97.97;25.72;3.97
-27.59439;-48.54179;2012;3;22;9.32;74.64;97.87;23.09;3.35
-27.59439;-48.54179;2012;3;23;3.48;77.58;98.07;21.58;3.25
-27.59439;-48.54179;2012;3;24;1.99;70.02;98.38;21.62;5.17
-27.59439;-48.54179;2012;3;25;1.23;71.18;98.5;21.64;3.38
-27.59439;-48.54179;2012;3;26;0.93;73.18;98.28;24.59;4.5
-27.59439;-48.54179;2012;3;27;0.43;73.46;98.21;21.38;4.86
-27.59439;-48.54179;2012;3;28;0;48.33;98.63;17.89;5.05
-27.59439;-48.54179;2012;3;29;0;61.92;98.91;19.21;4.81
-27.59439;-48.54179;2012;3;30;0.01;69.08;99.1;21.13;3.55
-27.59439;-48.54179;2012;3;31;0.07;76.97;99.15;21.36;3.88
-27.59439;-48.54179;2012;4;1;0.01;70.74;98.88;22.29;2
-27.59439;-48.54179;2012;4;2;0;66.11;98.63;23.32;4.12
-27.59439;-48.54179;2012;4;3;0;68.36;98.63;23.23;3.77
-27.59439;-48.54179;2012;4;4;0.04;70;98.46;23.46;4.58
-27.59439;-48.54179;2012;4;5;6;68.16;98.03;24.92;5.86
-27.59439;-48.54179;2012;4;6;0.85;73.38;98.16;22.67;3.72
-27.59439;-48.54179;2012;4;7;0;73.27;98.35;21.96;3.98
-27.59439;-48.54179;2012;4;8;3.8;79.9;98.37;22.97;3.56
-27.59439;-48.54179;2012;4;9;2.64;71.31;98.78;21.72;4.94
-27.59439;-48.54179;2012;4;10;7.12;84.8;98.92;22.78;4.41
-27.59439;-48.54179;2012;4;11;2.09;79.78;98.89;23.51;5.96
-27.59439;-48.54179;2012;4;12;0.18;80.49;98.61;23.9;4.49
-27.59439;-48.54179;2012;4;13;1.53;78.05;98.43;22.65;2.67
-27.59439;-48.54179;2012;4;14;1.99;85.64;98.12;22.62;4.19
-27.59439;-48.54179;2012;4;15;0.25;78.04;98.12;21.95;9.32
-27.59439;-48.54179;2012;4;16;0.01;71.51;98.87;20.13;4.48
-27.59439;-48.54179;2012;4;17;0.07;73.3;98.98;21.16;4.69
-27.59439;-48.54179;2012;4;18;0.03;73.94;98.9;22.24;6.13
