ID,ano,mes,dia,Precipitacao,TempMedia,TempMaxima,TempMinima,URMedia
10115,,,,0.0,,,,
10116,1988.0,9.0,12.0,112.7,,,,
10117,1988.0,9.0,13.0,45.3,,,,
10118,1988.0,9.0,14.0,29.3,,,,
10119,,,,0.0,,,,
10120,1988.0,9.0,16.0,0.0,,,,
10121,,,,0.0,,,,
10122,,,,0.0,,,,
10123,1988.0,9.0,19.0,0.0,,,,
10124,,,,0.0,,,,
10125,1988.0,9.0,21.0,66.8,,,,
10126,1988.0,9.0,22.0,30.4,,,,
10127,,,,0.0,,,,
10128,1988.0,9.0,24.0,51.5,,,,
10129,1988.0,9.0,25.0,44.4,,,,
10130,1988.0,9.0,26.0,8.1,,,,
10131,1988.0,9.0,27.0,1.0,,,,
10132,,,,0.0,,,,
10133,1988.0,9.0,29.0,0.0,,,,
10134,1988.0,9.0,30.0,0.0,,,,
10135,1988.0,10.0,1.0,0.0,,26.0,12.4,
10136,1988.0,10.0,2.0,0.0,,28.5,16.3,
10137,1988.0,10.0,3.0,24.3,,25.0,15.0,
10138,1988.0,10.0,4.0,13.9,,18.4,6.0,
10139,1988.0,10.0,5.0,0.0,,17.9,8.5,
10140,1988.0,10.0,6.0,0.0,,17.8,7.9,
10141,1988.0,10.0,7.0,0.0,,25.3,9.5,
10142,1988.0,10.0,8.0,0.0,,26.3,14.0,
10143,1988.0,10.0,9.0,0.0,,23.0,13.0,
10144,1988.0,10.0,10.0,0.9,,18.5,12.0,
10145,1988.0,10.0,11.0,0.0,,21.1,11.3,
10146,1988.0,10.0,12.0,0.6,,21.5,13.5,
10147,1988.0,10.0,13.0,0.0,,18.0,8.5,
10148,1988.0,10.0,14.0,0.0,,18.8,7.7,
10149,1988.0,10.0,15.0,0.0,,19.8,10.1,
10150,1988.0,10.0,16.0,1.2,,15.8,5.5,
10151,1988.0,10.0,17.0,0.0,,20.2,5.9,
10152,1988.0,10.0,18.0,0.0,,25.7,11.5,
10153,1988.0,10.0,19.0,20.8,,20.0,14.0,
10154,1988.0,10.0,20.0,0.4,,20.0,13.5,
10155,1988.0,10.0,21.0,0.6,,23.9,8.6,
10156,1988.0,10.0,22.0,0.0,,26.0,13.2,
10157,1988.0,10.0,23.0,35.0,,22.0,14.4,
10158,1988.0,10.0,24.0,0.0,,22.5,9.6,
10159,1988.0,10.0,25.0,0.0,,20.8,15.6,
10160,1988.0,10.0,26.0,15.4,,17.0,8.7,
10161,1988.0,10.0,27.0,0.0,,18.4,6.3,
10162,1988.0,10.0,28.0,0.0,,25.0,9.1,
10163,1988.0,10.0,29.0,0.0,,27.9,13.1,
10164,1988.0,10.0,30.0,0.0,,29.2,18.0,
10165,1988.0,10.0,31.0,67.7,,26.5,15.2,
10166,1988.0,11.0,1.0,0.0,,17.5,9.3,
10167,1988.0,11.0,2.0,0.0,,21.6,6.2,
10168,1988.0,11.0,3.0,0.0,,20.8,10.6,
10169,1988.0,11.0,4.0,0.0,,23.6,9.5,
10170,1988.0,11.0,5.0,0.0,,25.9,10.0,
10171,1988.0,11.0,6.0,0.0,,26.5,11.5,
10172,1988.0,11.0,7.0,0.0,,27.5,15.7,
10173,1988.0,11.0,8.0,0.0,,28.5,17.5,
10174,1988.0,11.0,9.0,0.0,,26.6,16.0,
10175,,,,0.0,,23.4,12.0,
10176,1988.0,11.0,11.0,0.0,,22.1,15.0,
10177,1988.0,11.0,12.0,0.0,,20.0,15.0,
10178,1988.0,11.0,13.0,0.0,,26.5,13.7,
10179,1988.0,11.0,14.0,0.0,,23.8,17.7,
10180,1988.0,11.0,15.0,0.0,,24.0,10.4,
10181,1988.0,11.0,16.0,0.0,,27.4,14.5,
10182,1988.0,11.0,17.0,0.0,,28.6,15.0,
10183,1988.0,11.0,18.0,0.0,,28.0,16.5,
10184,1988.0,11.0,19.0,0.0,,22.4,17.8,
10185,1988.0,11.0,20.0,0.0,,29.2,18.5,
10186,1988.0,11.0,21.0,0.0,,27.0,16.4,
10187,1988.0,11.0,22.0,0.0,,24.0,11.5,
10188,1988.0,11.0,23.0,0.0,,19.0,10.2,
10189,1988.0,11.0,24.0,0.0,,22.9,10.3,
10190,1988.0,11.0,25.0,0.0,,28.0,13.7,
10191,1988.0,11.0,26.0,0.0,,26.0,17.0,
10192,1988.0,11.0,27.0,0.0,,21.0,12.3,
10193,1988.0,11.0,28.0,0.0,,18.0,7.5,
10194,1988.0,11.0,29.0,0.0,,25.0,8.9,
10195,1988.0,11.0,30.0,0.0,,24.5,13.6,
10196,1988.0,12.0,1.0,0.0,,24.1,13.0,
10197,1988.0,12.0,2.0,0.0,,23.6,13.6,
10198,1988.0,12.0,3.0,0.0,,26.6,14.6,
10199,1988.0,12.0,4.0,0.0,,29.6,17.3,
10200,1988.0,12.0,5.0,0.0,,30.3,18.1,
10201,1988.0,12.0,6.0,0.0,,30.9,20.6,
10202,1988.0,12.0,7.0,0.0,,30.1,19.0,
10203,1988.0,12.0,8.0,0.0,,26.9,19.5,
10204,1988.0,12.0,9.0,0.0,,21.9,16.5,
10205,1988.0,12.0,10.0,0.0,,24.3,14.0,
10206,1988.0,12.0,11.0,0.0,,29.8,17.2,
10207,1988.0,12.0,12.0,0.0,,29.0,19.5,
10208,1988.0,12.0,13.0,0.0,,24.2,17.0,
10209,1988.0,12.0,14.0,0.0,,24.3,13.5,
10210,1988.0,12.0,15.0,0.0,,27.7,16.8,
10211,1988.0,12.0,16.0,0.0,,28.3,16.4,
10212,1988.0,12.0,17.0,0.0,,31.1,18.1,
10213,1988.0,12.0,18.0,0.0,,25.1,18.5,
10214,1988.0,12.0,19.0,0.0,,26.6,20.4,
10215,1988.0,12.0,20.0,0.0,,22.9,15.8,
10216,1988.0,12.0,21.0,0.0,,22.9,10.6,
10217,1988.0,12.0,22.0,0.0,,27.8,14.5,
10218,1988.0,12.0,23.0,0.0,,22.6,15.9,
10219,1988.0,12.0,24.0,0.0,,26.0,16.3,
10220,1988.0,12.0,25.0,0.0,,28.5,16.7,
10221,1988.0,12.0,26.0,0.0,,29.6,17.1,
10222,1988.0,12.0,27.0,0.0,,26.0,19.5,
10223,1988.0,12.0,28.0,0.0,,24.8,18.0,
10224,1988.0,12.0,29.0,0.0,,23.3,15.5,
10225,1988.0,12.0,30.0,0.0,,24.6,13.5,
10226,1988.0,12.0,31.0,0.0,,27.8,15.9,
10227,1989.0,1.0,1.0,0.0,,29.1,16.6,
10228,1989.0,1.0,2.0,0.0,,28.7,18.4,
10229,1989.0,1.0,3.0,0.0,,29.0,17.0,
10230,1989.0,1.0,4.0,0.0,,29.9,18.0,
10231,1989.0,1.0,5.0,0.0,,28.4,18.1,
10232,1989.0,1.0,6.0,5.5,,26.3,19.9,
10233,1989.0,1.0,7.0,1.2,,25.7,19.8,
10234,1989.0,1.0,8.0,7.1,,24.8,18.7,
10235,1989.0,1.0,9.0,11.3,,22.0,17.5,
10236,1989.0,1.0,10.0,0.0,,24.0,12.5,
10237,1989.0,1.0,11.0,0.0,,25.5,13.6,
10238,1989.0,1.0,12.0,0.0,,24.2,16.7,
10239,1989.0,1.0,13.0,0.0,,26.5,15.0,
10240,1989.0,1.0,14.0,8.3,,25.4,14.9,
10241,1989.0,1.0,15.0,6.8,,22.4,16.5,
10242,1989.0,1.0,16.0,6.5,,22.3,17.0,
10243,1989.0,1.0,17.0,4.9,,27.4,15.5,
10244,1989.0,1.0,18.0,0.0,,30.0,18.5,
10245,1989.0,1.0,19.0,0.0,,30.0,20.0,
10246,1989.0,1.0,20.0,19.8,,25.0,17.1,
10247,1989.0,1.0,21.0,23.6,,25.9,14.6,
10248,1989.0,1.0,22.0,0.0,,27.2,18.0,
10249,1989.0,1.0,23.0,0.0,,26.9,18.1,
10250,1989.0,1.0,24.0,0.1,,27.9,19.4,
10251,1989.0,1.0,25.0,8.0,,26.9,19.4,
10252,1989.0,1.0,26.0,2.4,,25.5,19.3,
10253,1989.0,1.0,27.0,10.7,,23.5,16.6,
10254,1989.0,1.0,28.0,0.0,,26.1,17.6,
10255,1989.0,1.0,29.0,5.6,,25.4,19.4,
10256,1989.0,1.0,30.0,6.6,,24.0,19.1,
10257,1989.0,1.0,31.0,21.8,,25.6,17.7,
10258,,,,0.0,,,,
10259,,,,0.0,,,,
10260,,,,0.0,,,,
10261,,,,0.0,,,,
10262,,,,0.0,,,,
10263,,,,0.0,,,,
10264,,,,0.0,,,,
10265,,,,0.0,,,,
10266,,,,0.0,,,,
10267,,,,0.0,,,,
10268,,,,0.0,,,,
10269,,,,0.0,,,,
10270,,,,0.0,,,,
10271,,,,0.0,,,,
10272,,,,0.0,,,,
10273,,,,0.0,,,,
10274,,,,0.0,,,,
10275,,,,0.0,,,,
10276,,,,0.0,,,,
10277,,,,0.0,,,,
10278,,,,0.0,,,,
10279,,,,0.0,,,,
10280,,,,0.0,,,,
10281,,,,0.0,,,,
10282,,,,0.0,,,,
10283,,,,0.0,,,,
10284,,,,0.0,,,,
10285,,,,0.0,,,,
10286,,,,0.0,,,,
10287,,,,0.0,,,,
10288,1989.0,3.0,3.0,0.0,,27.0,20.0,
10289,1989.0,3.0,4.0,0.0,,29.0,19.0,
10290,1989.0,3.0,5.0,0.0,,28.2,21.3,
10291,1989.0,3.0,6.0,10.9,,25.0,19.0,
10292,1989.0,3.0,7.0,0.0,,23.5,16.0,
10293,1989.0,3.0,8.0,7.4,,21.6,15.7,
10294,1989.0,3.0,9.0,1.4,,25.2,16.0,
10295,1989.0,3.0,10.0,0.0,,27.3,16.0,
10296,1989.0,3.0,11.0,0.0,,24.7,18.4,
10297,1989.0,3.0,12.0,45.1,,22.1,15.5,
10298,1989.0,3.0,13.0,0.0,,23.0,14.0,
10299,1989.0,3.0,14.0,0.0,,22.2,14.6,
10300,1989.0,3.0,15.0,0.0,,,13.7,
10301,1989.0,3.0,16.0,0.0,,26.5,14.9,
10302,1989.0,3.0,17.0,0.0,,24.4,16.3,
10303,1989.0,3.0,18.0,5.9,,22.0,15.0,
10304,1989.0,3.0,19.0,23.0,,18.9,14.0,
10305,1989.0,3.0,20.0,26.4,,19.6,15.6,
10306,1989.0,3.0,21.0,44.3,,25.0,15.6,
10307,1989.0,3.0,22.0,0.0,,25.0,17.0,
10308,1989.0,3.0,23.0,0.0,,25.2,17.1,
10309,1989.0,3.0,24.0,0.0,,28.2,16.6,
10310,1989.0,3.0,25.0,0.0,,28.6,18.9,
10311,1989.0,3.0,26.0,23.4,,26.0,17.6,
10312,1989.0,3.0,27.0,0.5,,21.0,13.6,
10313,1989.0,3.0,28.0,0.0,,25.0,13.0,
10314,1989.0,3.0,29.0,0.0,,28.1,15.1,
10315,1989.0,3.0,30.0,14.8,,24.3,16.3,
10316,1989.0,3.0,31.0,15.7,,21.0,14.4,
10317,1989.0,4.0,1.0,8.9,,19.1,14.6,
10318,1989.0,4.0,2.0,15.7,,19.9,11.7,
10319,1989.0,4.0,3.0,0.1,,23.1,15.1,
10320,1989.0,4.0,4.0,0.0,,24.5,15.9,
10321,1989.0,4.0,5.0,18.6,,21.8,18.1,
10322,1989.0,4.0,6.0,19.7,,21.9,16.5,
10323,1989.0,4.0,7.0,0.6,,21.0,15.9,
10324,1989.0,4.0,8.0,0.5,,27.5,17.0,
10325,1989.0,4.0,9.0,0.0,,29.4,20.1,
10326,1989.0,4.0,10.0,0.0,,28.1,21.8,
10327,1989.0,4.0,11.0,37.9,,21.9,14.0,
10328,1989.0,4.0,12.0,2.1,,18.9,13.6,
10329,1989.0,4.0,13.0,0.0,,18.9,13.2,
10330,1989.0,4.0,14.0,0.0,,21.2,12.5,
10331,1989.0,4.0,15.0,0.0,,25.0,14.5,
10332,1989.0,4.0,16.0,0.0,,23.5,15.8,
10333,1989.0,4.0,17.0,0.0,,23.5,18.9,
10334,1989.0,4.0,18.0,30.4,,20.9,15.2,
10335,1989.0,4.0,19.0,0.4,,18.6,12.0,
10336,1989.0,4.0,20.0,0.0,,21.1,10.7,
10337,1989.0,4.0,21.0,0.0,,20.8,10.9,
10338,1989.0,4.0,22.0,0.0,,19.8,9.7,
10339,1989.0,4.0,23.0,0.0,,20.9,10.5,
10340,1989.0,4.0,24.0,0.0,,24.0,12.7,
10341,1989.0,4.0,25.0,0.0,,24.0,14.1,
10342,1989.0,4.0,26.0,0.0,,21.8,16.0,
10343,1989.0,4.0,27.0,12.0,,20.0,13.7,
10344,1989.0,4.0,28.0,0.0,,22.5,12.0,
10345,1989.0,4.0,29.0,33.4,,20.0,13.0,
10346,1989.0,4.0,30.0,0.0,,19.4,13.6,
10347,1989.0,5.0,1.0,7.4,,18.6,13.9,
10348,1989.0,5.0,2.0,0.0,,18.2,12.1,
10349,1989.0,5.0,3.0,7.6,,18.7,14.9,
10350,1989.0,5.0,4.0,16.9,,17.2,11.9,
10351,1989.0,5.0,5.0,8.2,,15.0,9.5,
10352,1989.0,5.0,6.0,20.6,,12.6,5.9,
10353,1989.0,5.0,7.0,2.5,,11.5,4.5,
10354,1989.0,5.0,8.0,0.0,,15.7,8.1,
10355,1989.0,5.0,9.0,0.0,,18.7,9.0,
10356,1989.0,5.0,10.0,0.0,,20.2,9.9,
10357,1989.0,5.0,11.0,0.0,,21.0,10.9,
10358,1989.0,5.0,12.0,0.0,,22.6,11.6,
10359,1989.0,5.0,13.0,0.0,,23.0,12.6,
10360,1989.0,5.0,14.0,0.0,,23.6,14.0,
10361,1989.0,5.0,15.0,0.0,,22.5,13.1,
10362,1989.0,5.0,16.0,0.0,,20.7,13.9,
10363,1989.0,5.0,17.0,0.2,,20.4,12.2,
10364,1989.0,5.0,18.0,0.0,,21.2,10.2,
10365,1989.0,5.0,19.0,0.0,,20.8,11.8,
10366,1989.0,5.0,20.0,0.0,,21.2,12.4,
10367,1989.0,5.0,21.0,0.0,,24.7,13.5,
10368,1989.0,5.0,22.0,0.0,,25.7,14.5,
10369,1989.0,5.0,23.0,0.0,,23.3,15.0,
10370,1989.0,5.0,24.0,2.4,,21.0,15.2,
10371,,,,5.3,,17.0,9.2,
10372,1989.0,5.0,26.0,0.0,,13.0,4.5,
10373,1989.0,5.0,27.0,2.2,,14.3,6.4,
10374,1989.0,5.0,28.0,0.0,,17.0,7.7,
10375,1989.0,5.0,29.0,0.0,,16.3,7.4,
10376,1989.0,5.0,30.0,0.0,,17.1,8.7,
10377,1989.0,5.0,31.0,0.0,,19.4,8.4,
10378,1989.0,6.0,1.0,0.0,,20.2,9.1,
10379,1989.0,6.0,2.0,0.0,,16.0,11.0,
10380,1989.0,6.0,3.0,1.9,,17.9,12.9,
10381,1989.0,6.0,4.0,0.0,,16.7,28.6,
10382,1989.0,6.0,5.0,0.0,,19.7,7.7,
10383,1989.0,6.0,6.0,0.0,,20.5,10.9,
10384,1989.0,6.0,7.0,1.0,,19.4,13.8,
10385,1989.0,6.0,8.0,0.0,,18.0,12.4,
10386,1989.0,6.0,9.0,0.0,,,11.0,
10387,1989.0,6.0,10.0,1.6,,15.3,6.6,
10388,1989.0,6.0,11.0,0.0,,11.8,2.5,
10389,1989.0,6.0,12.0,0.0,,17.5,3.9,
10390,1989.0,6.0,13.0,0.0,,18.1,8.3,
10391,1989.0,6.0,14.0,0.0,,18.4,8.5,
10392,1989.0,6.0,15.0,0.0,,16.8,7.5,
10393,1989.0,6.0,16.0,0.3,,16.9,10.9,
10394,1989.0,6.0,17.0,0.0,,14.1,11.0,
10395,1989.0,6.0,18.0,0.0,,16.7,6.6,
10396,1989.0,6.0,19.0,0.0,,19.1,9.6,
10397,1989.0,6.0,20.0,0.0,,18.5,12.1,
10398,1989.0,6.0,21.0,0.0,,18.6,11.3,
10399,1989.0,6.0,22.0,6.2,,18.0,12.8,
10400,,,,0.0,,18.8,13.6,
10401,1989.0,6.0,24.0,7.8,,17.2,11.8,
10402,1989.0,6.0,25.0,10.6,,13.1,7.7,
10403,1989.0,6.0,26.0,3.9,,14.5,9.5,
10404,1989.0,6.0,27.0,0.0,,17.4,10.6,
10405,1989.0,6.0,28.0,2.6,,16.6,11.6,
10406,1989.0,6.0,29.0,11.5,,17.0,7.4,
10407,,,,0.0,,20.6,10.3,
10408,,,,12.0,,16.9,12.1,
10409,1989.0,7.0,2.0,45.6,,14.0,8.4,
10410,1989.0,7.0,3.0,3.4,,9.3,-0.5,
10411,1989.0,7.0,4.0,5.9,,10.7,4.5,
10412,1989.0,7.0,5.0,65.9,,9.7,0.5,
10413,1989.0,7.0,6.0,0.0,,,-0.4,
10414,1989.0,7.0,7.0,0.3,,9.4,3.6,
10415,1989.0,7.0,8.0,0.0,,10.2,,
10416,1989.0,7.0,9.0,0.0,,15.5,5.3,
10417,1989.0,7.0,10.0,0.0,,14.1,6.9,
10418,1989.0,7.0,11.0,0.0,,15.0,6.8,
10419,1989.0,7.0,12.0,0.0,,15.9,8.1,
10420,1989.0,7.0,13.0,9.8,,12.7,10.1,
10421,1989.0,7.0,14.0,0.0,,14.8,6.6,
10422,1989.0,7.0,15.0,0.0,,14.0,6.5,
10423,1989.0,7.0,16.0,0.0,,22.5,6.5,
10424,1989.0,7.0,17.0,0.0,,22.5,9.5,
10425,1989.0,7.0,18.0,0.0,,21.0,10.2,
10426,1989.0,7.0,19.0,0.0,,21.9,11.2,
10427,1989.0,7.0,20.0,0.0,,21.1,9.7,
10428,1989.0,7.0,21.0,3.2,,20.4,12.6,
10429,1989.0,7.0,22.0,0.0,,18.7,7.7,
10430,1989.0,7.0,23.0,0.0,,22.7,6.0,
10431,1989.0,7.0,24.0,0.0,,18.2,13.0,
10432,1989.0,7.0,25.0,5.6,,16.0,6.5,
10433,1989.0,7.0,26.0,7.6,,15.4,7.5,
10434,1989.0,7.0,27.0,0.8,,17.9,5.2,
10435,1989.0,7.0,28.0,0.7,,15.0,,
10436,1989.0,7.0,29.0,0.5,,,6.3,
10437,1989.0,7.0,30.0,0.0,,13.5,8.5,
10438,1989.0,7.0,31.0,0.0,,11.2,3.3,
10439,1989.0,8.0,1.0,0.0,,17.1,4.1,
10440,1989.0,8.0,2.0,0.0,,23.8,10.5,
10441,1989.0,8.0,3.0,0.0,,24.5,11.0,
10442,1989.0,8.0,4.0,0.0,,19.0,15.5,
10443,1989.0,8.0,5.0,21.2,,16.8,7.1,
10444,1989.0,8.0,6.0,0.0,,16.0,7.3,
10445,1989.0,8.0,7.0,0.0,,17.6,7.0,
10446,1989.0,8.0,8.0,0.0,,17.4,8.9,
10447,1989.0,8.0,9.0,2.8,,15.6,10.5,
10448,1989.0,8.0,10.0,5.3,,13.5,9.9,
10449,1989.0,8.0,11.0,16.4,,13.0,9.3,
10450,1989.0,8.0,12.0,0.0,,16.9,4.9,
10451,1989.0,8.0,13.0,0.0,,19.6,7.0,
10452,1989.0,8.0,14.0,0.0,,20.6,7.5,
10453,1989.0,8.0,15.0,0.0,,21.1,8.1,
10454,1989.0,8.0,16.0,0.0,,23.0,10.9,
10455,1989.0,8.0,17.0,0.0,,26.0,15.6,
10456,1989.0,8.0,18.0,0.0,,27.6,18.0,
10457,1989.0,8.0,19.0,0.0,,25.7,14.3,
10458,1989.0,8.0,20.0,5.4,,22.0,13.9,
10459,1989.0,8.0,21.0,11.2,,19.6,12.9,
10460,1989.0,8.0,22.0,3.7,,18.7,15.5,
10461,1989.0,8.0,23.0,0.4,,15.7,5.0,
10462,1989.0,8.0,24.0,0.0,,17.0,10.4,
10463,1989.0,8.0,25.0,50.4,,17.0,8.6,
10464,1989.0,8.0,26.0,0.0,,22.4,6.6,
10465,1989.0,8.0,27.0,22.8,,19.0,10.3,
10466,1989.0,8.0,28.0,0.0,,14.8,2.7,
10467,1989.0,8.0,29.0,0.0,,23.5,7.3,
10468,1989.0,8.0,30.0,0.0,,24.5,11.5,
10469,1989.0,8.0,31.0,26.4,,20.0,15.9,
10470,1989.0,9.0,1.0,8.8,,18.0,9.1,
10471,1989.0,9.0,2.0,0.4,,12.1,5.0,
10472,1989.0,9.0,3.0,0.0,,21.0,5.9,
10473,1989.0,9.0,4.0,0.0,,22.3,8.4,
10474,1989.0,9.0,5.0,0.0,,23.0,12.5,
10475,1989.0,9.0,6.0,12.1,,20.8,13.2,
10476,1989.0,9.0,7.0,5.6,,14.0,3.8,
10477,1989.0,9.0,8.0,0.0,,15.4,6.5,
10478,1989.0,9.0,9.0,13.5,,14.6,11.4,
10479,1989.0,9.0,10.0,1.4,,19.5,12.6,
10480,1989.0,9.0,11.0,30.4,,17.0,14.4,
10481,1989.0,9.0,12.0,48.7,,17.5,13.7,
10482,1989.0,9.0,13.0,0.0,,17.3,16.0,
10483,1989.0,9.0,14.0,8.4,,17.5,13.8,
10484,1989.0,9.0,15.0,15.2,,14.0,9.1,
10485,1989.0,9.0,16.0,1.4,,12.0,4.4,
10486,1989.0,9.0,17.0,0.0,,14.5,5.8,
10487,1989.0,9.0,18.0,0.0,,20.4,6.9,
10488,1989.0,9.0,19.0,0.0,,22.0,8.4,
10489,1989.0,9.0,20.0,0.0,,23.1,11.6,
10490,1989.0,9.0,21.0,0.0,,25.1,11.9,
10491,1989.0,9.0,22.0,0.5,,22.0,15.0,
10492,1989.0,9.0,23.0,80.2,,18.0,15.6,
10493,1989.0,9.0,24.0,49.7,,17.7,8.9,
10494,1989.0,9.0,25.0,1.0,,12.0,5.9,
10495,1989.0,9.0,26.0,0.8,,12.8,4.0,
10496,1989.0,9.0,27.0,0.1,,13.4,7.4,
10497,1989.0,9.0,28.0,0.0,,13.7,3.9,
10498,1989.0,9.0,29.0,0.0,,14.7,6.9,
10499,1989.0,9.0,30.0,0.0,,18.8,4.5,
10500,1989.0,10.0,1.0,0.0,,22.6,9.0,
10501,1989.0,10.0,2.0,0.0,,25.2,11.6,
10502,1989.0,10.0,3.0,41.8,,22.6,14.4,
10503,1989.0,10.0,4.0,4.4,,20.8,10.0,
10504,1989.0,10.0,5.0,0.0,,21.6,10.8,
10505,1989.0,10.0,6.0,0.0,,22.4,10.3,
10506,1989.0,10.0,7.0,1.6,,20.8,12.1,
10507,1989.0,10.0,8.0,0.5,,18.0,12.0,
10508,1989.0,10.0,9.0,0.0,,18.6,9.4,
10509,1989.0,10.0,10.0,0.0,,21.6,10.0,
10510,1989.0,10.0,11.0,6.3,,20.0,14.2,
10511,1989.0,10.0,12.0,7.4,,17.0,11.5,
10512,1989.0,10.0,13.0,20.7,,11.0,5.9,
10513,1989.0,10.0,14.0,1.8,,18.5,6.5,
10514,1989.0,10.0,15.0,0.0,,20.8,9.5,
10515,1989.0,10.0,16.0,0.1,,20.7,11.7,
10516,1989.0,10.0,17.0,15.7,,17.4,9.3,
10517,1989.0,10.0,18.0,0.0,,19.2,9.5,
10518,1989.0,10.0,19.0,0.0,,23.2,10.2,
10519,1989.0,10.0,20.0,0.0,,23.9,12.5,
10520,1989.0,10.0,21.0,0.0,,22.5,12.3,
10521,1989.0,10.0,22.0,0.0,,23.4,,
10522,1989.0,10.0,23.0,0.0,,25.7,12.3,
10523,1989.0,10.0,24.0,0.0,,26.2,12.5,
10524,1989.0,10.0,25.0,0.0,,28.1,16.3,
10525,1989.0,10.0,26.0,10.5,,22.2,16.3,
10526,,,,33.7,,15.7,7.1,
10527,1989.0,10.0,28.0,0.0,,23.1,6.9,
10528,1989.0,10.0,29.0,0.0,,26.1,10.6,
10529,1989.0,10.0,30.0,0.0,,26.0,16.5,
10530,1989.0,10.0,31.0,2.2,,23.4,11.7,
10531,1989.0,11.0,1.0,0.9,,20.5,6.5,
10532,1989.0,11.0,2.0,0.0,,24.1,9.2,
10533,1989.0,11.0,3.0,3.1,,23.2,12.2,
10534,1989.0,11.0,4.0,0.0,,22.1,12.8,
10535,1989.0,11.0,5.0,0.0,,20.6,10.5,
10536,1989.0,11.0,6.0,0.0,,20.5,9.4,
10537,1989.0,11.0,7.0,0.0,,26.1,10.0,
10538,1989.0,11.0,8.0,0.0,,24.6,13.5,
10539,1989.0,11.0,9.0,2.2,,22.6,15.3,
10540,1989.0,11.0,10.0,6.0,,26.6,14.8,
10541,1989.0,11.0,11.0,0.0,,28.1,17.2,
10542,1989.0,11.0,12.0,53.6,,22.6,17.0,
10543,1989.0,11.0,13.0,0.7,,19.0,9.8,
10544,1989.0,11.0,14.0,20.9,,18.3,9.3,
10545,1989.0,11.0,15.0,0.0,,25.6,11.1,
10546,1989.0,11.0,16.0,0.0,,22.0,13.9,
10547,1989.0,11.0,17.0,0.0,,22.3,11.8,
10548,1989.0,11.0,18.0,0.0,,28.8,11.6,
10549,1989.0,11.0,19.0,0.0,,28.9,18.2,
10550,1989.0,11.0,20.0,4.4,,26.0,16.6,
10551,1989.0,11.0,21.0,7.6,,27.4,15.7,
10552,1989.0,11.0,22.0,0.0,,29.4,19.5,
10553,1989.0,11.0,23.0,36.8,,24.5,17.5,
10554,1989.0,11.0,24.0,12.7,,24.5,16.0,
10555,1989.0,11.0,25.0,11.2,,20.4,12.4,
10556,1989.0,11.0,26.0,0.0,,27.0,12.9,
10557,1989.0,11.0,27.0,0.5,,24.1,15.5,
10558,1989.0,11.0,28.0,1.6,,20.8,13.5,
10559,1989.0,11.0,29.0,0.0,,26.4,14.0,
10560,1989.0,11.0,30.0,0.0,,27.7,15.5,
10561,1989.0,12.0,1.0,0.0,,28.0,16.6,
10562,1989.0,12.0,2.0,0.0,,26.6,15.3,
10563,1989.0,12.0,3.0,0.0,,27.4,14.5,
10564,1989.0,12.0,4.0,0.0,,26.0,19.5,
10565,1989.0,12.0,5.0,0.0,,31.1,16.7,
10566,1989.0,12.0,6.0,0.0,,30.6,19.1,
10567,1989.0,12.0,7.0,0.0,,28.9,17.6,
10568,1989.0,12.0,8.0,0.0,,29.1,18.5,
10569,1989.0,12.0,9.0,0.0,,26.7,18.9,
10570,1989.0,12.0,10.0,0.1,,25.3,19.6,
10571,1989.0,12.0,11.0,5.4,,29.5,18.2,
10572,1989.0,12.0,12.0,0.0,,29.6,20.1,
10573,1989.0,12.0,13.0,0.3,,28.2,20.0,
10574,1989.0,12.0,14.0,0.0,,26.6,17.3,
10575,1989.0,12.0,15.0,2.0,,28.1,17.0,
10576,1989.0,12.0,16.0,0.0,,31.0,14.3,
10577,1989.0,12.0,17.0,0.0,,28.9,19.0,
10578,1989.0,12.0,18.0,28.2,,24.7,14.2,
10579,1989.0,12.0,19.0,1.4,,21.3,11.0,
10580,1989.0,12.0,20.0,0.0,,21.1,10.7,
10581,1989.0,12.0,21.0,0.0,,,10.2,
10582,1989.0,12.0,22.0,0.0,,25.3,11.9,
10583,1989.0,12.0,23.0,0.0,,28.7,15.1,
10584,1989.0,12.0,24.0,0.0,,30.6,18.2,
10585,1989.0,12.0,25.0,0.0,,30.3,17.8,
10586,1989.0,12.0,26.0,0.0,,26.8,17.3,
10587,1989.0,12.0,27.0,0.0,,27.4,18.4,
10588,1989.0,12.0,28.0,8.2,,26.2,17.8,
10589,1989.0,12.0,29.0,48.1,,23.2,18.9,
10590,1989.0,12.0,30.0,25.3,,26.2,19.0,
10591,1989.0,12.0,31.0,23.5,,24.2,20.0,
10592,1990.0,1.0,1.0,10.7,,23.8,17.5,
10593,1990.0,1.0,2.0,0.3,,22.8,15.0,
10594,1990.0,1.0,3.0,0.0,,25.9,12.9,
10595,1990.0,1.0,4.0,0.0,,26.8,16.5,
10596,1990.0,1.0,5.0,0.0,,28.1,16.0,
10597,1990.0,1.0,6.0,0.0,,27.6,18.1,
10598,1990.0,1.0,7.0,0.0,,29.4,19.7,
10599,1990.0,1.0,8.0,0.4,,26.4,18.5,
10600,1990.0,1.0,9.0,0.1,,23.2,15.5,
10601,1990.0,1.0,10.0,2.5,,21.5,15.1,
10602,1990.0,1.0,11.0,0.1,,22.9,16.1,
10603,1990.0,1.0,12.0,0.0,,27.2,18.0,
10604,1990.0,1.0,13.0,3.2,,30.9,20.5,
